default;VARSTA * -0,1804027;varsta;industrie;coef_industrie;RDCP;LCH;LCH * -0,1375285;RAIA;ROE;ROA;ROTA;PCA;PCA*-10,2012953;ACD;ACD*0,1306642;AIT;AIT * 0,4853927;ACT;PAT;CAT;coef_RATING
Yes;-0,9020135;5;CONSTRUCTII;-0,8181026;-1,00;0,00;0,00;1,00;1,14;-14861,50;0,50;-0,10;1,02;0,00;0,00;0,50;0,24;0,50;-14861,50;-13018,00;-0,46
Yes;-0,5412081;3;COMERT;-0,2060851;7,41;1,13;-0,16;0,36;0,32;0,04;1,85;-0,02;0,21;0,83;0,11;0,26;0,13;0,74;0,04;0,12;-0,46
Yes;-0,3608054;2;CONSTRUCTII;-0,8181026;-1,40;0,29;-0,04;0,03;0,40;-0,99;1,21;-0,07;0,71;0,28;0,04;0,03;0,01;0,97;-0,99;-2,49;-0,45
No;-0,7216108;4;COMERT;-0,2060851;-7,16;0,82;-0,11;0,19;0,36;-0,06;1,50;-0,04;0,42;0,69;0,09;0,16;0,08;0,84;-0,06;-0,17;-0,45
Yes;-0,5412081;3;SERVICII;-1,9360018;-1,33;0,25;-0,03;0,00;0,03;-0,08;0,00;-0,20;2,04;0,25;0,03;0,00;0,00;1,00;-0,08;-3,01;-0,44
No;-0,5412081;3;PRODUCTIE;-0,5517872;30,98;1,03;-0,14;0,29;-1,81;-0,06;0,99;-0,06;0,59;0,80;0,10;0,23;0,11;0,77;-0,06;0,03;-0,44
Yes;-1,0824162;6;SERVICII;-1,9360018;-7,70;0,87;-0,12;0,13;-38,95;5,81;0,06;-0,25;2,55;0,77;0,10;0,11;0,05;0,89;5,81;-0,15;-0,43
Yes;-0,5412081;3;COMERT;-0,2060851;-3,69;0,73;-0,10;0,09;4,10;-1,52;3,41;-0,03;0,31;0,67;0,09;0,08;0,04;0,92;-1,52;-0,37;-0,42
Yes;-0,9020135;5;SERVICII;-1,9360018;-0,90;0,65;-0,09;0,28;1,19;-2,05;0,00;-0,23;2,35;0,51;0,07;0,22;0,11;0,78;-2,05;-1,72;-0,41
No;-0,3608054;2;SERVICII;-1,9360018;-1,30;0,23;-0,03;4,15;0,64;-2,10;0,28;-0,15;1,53;0,05;0,01;0,81;0,39;0,19;-2,10;-3,29;-0,40
Yes;-0,1804027;1;COMERT;-0,2060851;26,83;1,04;-0,14;0,11;0,23;0,01;2,25;0,00;-0,04;0,93;0,12;0,10;0,05;0,90;0,01;0,04;-0,39
Yes;-0,9020135;5;COMERT;-0,2060851;-1,34;0,25;-0,03;2,15;0,10;-0,29;0,49;-0,04;0,41;0,08;0,01;0,68;0,33;0,32;-0,29;-2,96;-0,39
Yes;-0,7216108;4;COMERT;-0,2060851;18,45;0,98;-0,14;1,50;0,34;0,02;0,57;-0,03;0,33;0,39;0,05;0,60;0,29;0,40;0,02;0,06;-0,39
No;-0,3608054;2;COMERT;-0,2060851;-59,60;0,98;-0,14;0,06;1,57;-0,03;1,61;-0,02;0,17;0,92;0,12;0,06;0,03;0,94;-0,03;-0,02;-0,38
No;-1,0824162;6;CONSTRUCTII;-0,8181026;-3,75;0,73;-0,10;2,00;0,75;-0,27;2,18;-0,12;1,27;0,24;0,03;0,67;0,32;0,33;-0,27;-0,36;-0,37
Yes;-0,5412081;3;COMERT;-0,2060851;-2,09;0,52;-0,07;0,75;0,10;-0,09;4,52;-0,02;0,20;0,30;0,04;0,43;0,21;0,57;-0,09;-0,92;-0,37
Yes;-1,4432216;8;PRODUCTIE;-0,5517872;-6,57;0,84;-0,12;0,37;1,04;-0,19;0,03;-0,15;1,53;0,62;0,08;0,27;0,13;0,73;-0,19;-0,18;-0,37
Yes;-0,7216108;4;CONSTRUCTII;-0,8181026;7,48;1,13;-0,16;0,59;1,00;0,12;1,13;-0,10;1,06;0,71;0,09;0,37;0,18;0,63;0,12;0,12;-0,36
Yes;-0,5412081;3;SERVICII;-1,9360018;0,67;2,49;-0,34;0,00;0,81;0,49;2,32;-0,21;2,14;2,49;0,33;0,00;0,00;1,00;0,49;0,60;-0,36
Yes;-0,5412081;3;CONSTRUCTII;-0,8181026;-2,75;0,64;-0,09;0,08;-0,36;0,20;2,10;-0,10;0,98;0,59;0,08;0,07;0,03;0,93;0,20;-0,57;-0,35
Yes;-0,5412081;3;COMERT;-0,2060851;2,33;1,43;-0,20;0,51;0,02;0,00;0,15;-0,03;0,31;0,95;0,12;0,34;0,16;0,66;0,00;0,30;-0,35
Yes;-0,5412081;3;CONSTRUCTII;-0,8181026;0,14;8,22;-1,13;0,08;1,00;0,88;1,13;-0,11;1,12;7,58;0,99;0,08;0,04;0,92;0,88;0,88;-0,34
No;-1,6236243;9;SERVICII;-1,9360018;-3,29;0,69;-0,09;0,17;2,47;-1,10;3,52;-0,31;3,17;0,59;0,08;0,15;0,07;0,85;-1,10;-0,44;-0,33
Yes;-0,3608054;2;COMERT;-0,2060851;1,64;1,59;-0,22;0,12;0,05;0,02;0,99;-0,02;0,22;1,41;0,18;0,11;0,05;0,89;0,02;0,38;-0,33
No;-1,804027;10;SERVICII;-1,9360018;-117,39;0,99;-0,14;3,90;0,25;0,00;0,01;-0,31;3,13;0,20;0,03;0,80;0,39;0,20;0,00;-0,01;-0,33
No;-0,1804027;1;SERVICII;-1,9360018;-16,94;0,94;-0,13;1,65;1,11;-0,07;0,45;-0,15;1,57;0,36;0,05;0,62;0,30;0,38;-0,07;-0,06;-0,33
Yes;-0,7216108;4;COMERT;-0,2060851;4,29;1,23;-0,17;0,01;-0,50;-0,09;0,12;-0,06;0,61;1,23;0,16;0,01;0,00;0,99;-0,09;0,19;-0,32
No;-1,2628189;7;COMERT;-0,2060851;13,72;1,07;-0,15;1,16;-1,22;-0,08;0,87;-0,10;0,97;0,50;0,06;0,54;0,26;0,46;-0,08;0,07;-0,32
Yes;-0,9020135;5;CONSTRUCTII;-0,8181026;-9,55;0,90;-0,12;3,98;1,01;-0,12;0,07;-0,11;1,12;0,18;0,02;0,80;0,39;0,20;-0,12;-0,12;-0,31
Yes;-1,0824162;6;COMERT;-0,2060851;31,37;1,03;-0,14;8,48;1,23;0,04;0,57;-0,07;0,67;0,11;0,01;0,89;0,43;0,11;0,04;0,03;-0,31
Yes;-0,3608054;2;SERVICII;-1,9360018;-2,43;0,59;-0,08;0,07;0,27;-0,19;0,96;-0,19;1,97;0,55;0,07;0,07;0,03;0,93;-0,19;-0,70;-0,30
No;-0,1804027;1;SERVICII;-1,9360018;-3,15;0,69;-0,10;0,01;0,54;-0,25;1,37;-0,18;1,83;0,68;0,09;0,01;0,01;0,99;-0,25;-0,46;-0,29
Yes;-0,7216108;4;COMERT;-0,2060851;-1,22;0,18;-0,03;0,06;0,11;-0,51;0,67;-0,06;0,61;0,17;0,02;0,06;0,03;0,94;-0,51;-4,47;-0,29
No;-0,1804027;1;SERVICII;-1,9360018;-1,45;0,31;-0,04;0,00;0,15;-0,33;0,00;-0,18;1,84;0,31;0,04;0,00;0,00;1,00;-0,33;-2,22;-0,28
Yes;-0,9020135;5;SERVICII;-1,9360018;-3,17;0,33;-0,05;0,58;1,00;-0,96;4,06;-0,24;2,40;0,21;0,03;0,37;0,18;0,63;-0,96;-0,96;-0,28
Yes;-0,7216108;4;SERVICII;-1,9360018;-1,26;0,21;-0,03;29,17;0,72;-2,79;0,00;-0,19;1,94;0,01;0,00;0,97;0,47;0,03;-2,79;-3,86;-0,28
Yes;-0,9020135;5;COMERT;-0,2060851;-1,62;0,38;-0,05;4,45;0,08;-0,13;2,86;-0,05;0,48;0,07;0,01;0,82;0,40;0,18;-0,13;-1,61;-0,28
Yes;-0,3608054;2;COMERT;-0,2060851;-5,42;0,82;-0,11;0,55;0,21;-0,05;2,89;-0,02;0,16;0,53;0,07;0,35;0,17;0,65;-0,05;-0,23;-0,27
Yes;-1,0824162;6;CONSTRUCTII;-0,8181026;-5,07;0,76;-0,10;0,39;1,33;-0,35;0,05;-0,15;1,53;0,54;0,07;0,28;0,14;0,72;-0,35;-0,26;-0,27
Yes;-1,2628189;7;COMERT;-0,2060851;-4,89;0,80;-0,11;0,27;1,42;-0,37;3,29;-0,11;1,14;0,63;0,08;0,21;0,10;0,79;-0,37;-0,26;-0,26
Yes;-0,3608054;2;COMERT;-0,2060851;2,09;1,44;-0,20;0,55;-0,32;-0,11;4,97;-0,02;0,22;0,93;0,12;0,35;0,17;0,65;-0,11;0,33;-0,26
No;-1,0824162;6;SERVICII;-1,9360018;36,28;1,65;-0,23;0,57;-6,36;-0,11;0,40;-0,26;2,69;1,05;0,14;0,36;0,18;0,64;-0,11;0,02;-0,25
Yes;-1,2628189;7;COMERT;-0,2060851;-2,14;0,53;-0,07;0,01;0,48;-0,42;0,19;-0,12;1,22;0,53;0,07;0,01;0,00;0,99;-0,42;-0,88;-0,25
No;-0,1804027;1;SERVICII;-1,9360018;-17,45;0,94;-0,13;22,58;1,06;-0,06;0,01;-0,15;1,53;0,04;0,01;0,96;0,46;0,04;-0,06;-0,06;-0,25
No;-1,804027;10;SERVICII;-1,9360018;1,58;1,66;-0,23;0,20;-0,07;-0,03;0,07;-0,34;3,46;1,38;0,18;0,17;0,08;0,83;-0,03;0,38;-0,24
Yes;-0,5412081;3;COMERT;-0,2060851;21,88;1,05;-0,14;0,19;-0,59;-0,03;0,58;-0,04;0,45;0,88;0,11;0,16;0,08;0,84;-0,03;0,04;-0,24
No;-1,2628189;7;SERVICII;-1,9360018;0,89;2,11;-0,29;0,06;-0,32;-0,17;0,00;-0,29;2,96;1,99;0,26;0,06;0,03;0,94;-0,17;0,53;-0,24
Yes;-1,804027;10;SERVICII;-1,9360018;0,93;2,07;-0,29;0,19;1,40;0,73;2,13;-0,34;3,48;1,74;0,23;0,16;0,08;0,84;0,73;0,52;-0,24
No;-0,7216108;4;PRODUCTIE;-0,5517872;-12,69;0,27;-0,04;0,99;0,24;-0,07;0,07;-0,08;0,82;0,13;0,02;0,50;0,24;0,50;-0,07;-0,29;-0,24
No;-0,3608054;2;SERVICII;-1,9360018;-4,78;0,79;-0,11;0,09;0,29;-0,08;0,00;-0,20;2,04;0,72;0,09;0,08;0,04;0,92;-0,08;-0,26;-0,23
No;-0,3608054;2;SERVICII;-1,9360018;-1,52;0,34;-0,05;0,45;0,35;-0,67;3,50;-0,19;1,94;0,24;0,03;0,31;0,15;0,69;-0,67;-1,92;-0,22
Yes;-0,9020135;5;CONSTRUCTII;-0,8181026;-2,04;0,61;-0,08;0,23;1,07;-0,86;0,15;-0,14;1,43;0,50;0,06;0,19;0,09;0,81;-0,86;-0,80;-0,22
Yes;-0,5412081;3;COMERT;-0,2060851;7,06;1,09;-0,15;0,45;-0,37;-0,05;1,13;-0,04;0,43;0,75;0,10;0,31;0,15;0,69;-0,05;0,13;-0,22
Yes;-0,5412081;3;COMERT;-0,2060851;12,40;1,08;-0,15;0,04;0,55;0,04;0,80;-0,05;0,52;1,04;0,14;0,04;0,02;0,96;0,04;0,07;-0,22
No;-0,3608054;2;MEDICAL;-2,0331656;0,41;3,41;-0,47;2,40;-0,16;-0,11;0,53;-0,21;2,17;1,00;0,13;0,71;0,34;0,29;-0,11;0,71;-0,22
Yes;-0,3608054;2;AGRI;-0,5517872;3,08;1,32;-0,18;0,13;0,29;0,07;1,07;-0,07;0,68;1,17;0,15;0,12;0,06;0,88;0,07;0,24;-0,21
Yes;-1,0824162;6;PRODUCTIE;-0,5517872;5,23;1,19;-0,16;0,58;-0,28;-0,04;0,00;-0,13;1,33;0,75;0,10;0,37;0,18;0,63;-0,04;0,16;-0,20
Yes;-0,5412081;3;PRODUCTIE;-0,5517872;-1,80;0,44;-0,06;2,13;0,60;-0,75;0,97;-0,06;0,61;0,14;0,02;0,68;0,33;0,32;-0,75;-1,26;-0,19
Yes;-0,3608054;2;COMERT;-0,2060851;-1,36;0,26;-0,04;1,59;0,25;-0,70;1,76;-0,01;0,10;0,10;0,01;0,61;0,30;0,39;-0,70;-2,81;-0,19
Yes;-0,3608054;2;COMERT;-0,2060851;0,40;3,47;-0,48;0,18;1,00;0,71;1,48;-0,04;0,41;2,94;0,38;0,15;0,07;0,85;0,71;0,71;-0,18
Yes;-1,0824162;6;SERVICII;-1,9360018;6,04;1,17;-0,16;0,00;-1,03;-0,15;0,00;-0,28;2,86;1,17;0,15;0,00;0,00;1,00;-0,15;0,14;-0,17
No;-0,3608054;2;SERVICII;-1,9360018;-2,87;0,77;-0,11;0,00;0,49;-0,22;1,06;-0,21;2,13;0,77;0,10;0,00;0,00;1,00;-0,22;-0,45;-0,17
No;-0,9020135;5;CONSTRUCTII;-0,8181026;0,77;3,63;-0,50;1,22;-0,29;-0,10;0,67;-0,15;1,58;1,64;0,21;0,55;0,27;0,45;-0,10;0,36;-0,16
Yes;-0,7216108;4;COMERT;-0,2060851;-4,00;0,75;-0,10;0,75;1,60;-0,53;0,69;-0,06;0,61;0,43;0,06;0,43;0,21;0,57;-0,53;-0,33;-0,15
Yes;-0,7216108;4;SERVICII;-1,9360018;3,36;1,30;-0,18;0,50;0,65;0,15;0,64;-0,24;2,41;0,86;0,11;0,34;0,16;0,66;0,15;0,23;-0,15
Yes;-0,5412081;3;COMERT;-0,2060851;-30,49;0,99;-0,14;0,68;2,00;-0,07;1,46;-0,05;0,46;0,59;0,08;0,40;0,20;0,60;-0,07;-0,03;-0,15
Yes;-0,7216108;4;PRODUCTIE;-0,5517872;1,09;1,92;-0,26;1,08;1,00;0,48;0,79;-0,10;1,02;0,92;0,12;0,52;0,25;0,48;0,48;0,48;-0,14
Yes;-1,2628189;7;SERVICII;-1,9360018;-6,64;0,85;-0,12;0,00;2,51;-0,45;0,00;-0,30;3,06;0,85;0,11;0,00;0,00;1,00;-0,45;-0,18;-0,14
Yes;-0,1804027;1;COMERT;-0,2060851;1,16;1,85;-0,26;4,31;0,01;0,00;0,69;-0,01;0,07;0,35;0,05;0,81;0,39;0,19;0,00;0,46;-0,13
Yes;-0,3608054;2;SERVICII;-1,9360018;6,60;1,15;-0,16;0,05;0,93;0,12;0,58;-0,21;2,16;1,09;0,14;0,05;0,02;0,95;0,12;0,13;-0,13
No;-1,9844297;11;COMERT;-0,2060851;1,69;1,59;-0,22;0,00;-0,15;-0,06;0,27;-0,20;2,07;1,59;0,21;0,00;0,00;1,00;-0,06;0,37;-0,13
Yes;-0,5412081;3;COMERT;-0,2060851;-38,28;0,97;-0,13;0,33;1,02;-0,03;0,52;-0,05;0,54;0,73;0,10;0,25;0,12;0,75;-0,03;-0,03;-0,12
No;-0,5412081;3;CONSTRUCTII;-0,8181026;-1,50;0,11;-0,02;0,87;0,05;-0,31;0,23;-0,10;1,02;0,06;0,01;0,47;0,23;0,53;-0,31;-5,95;-0,12
Yes;-0,3608054;2;PRODUCTIE;-0,5517872;-25,01;0,98;-0,13;0,32;2,77;-0,11;1,56;-0,07;0,74;0,74;0,10;0,24;0,12;0,76;-0,11;-0,04;-0,09
No;-0,3608054;2;SERVICII;-1,9360018;1,17;1,86;-0,26;5,18;-0,15;-0,07;0,35;-0,20;2,01;0,30;0,04;0,84;0,41;0,16;-0,07;0,46;-0,09
Yes;-0,3608054;2;COMERT;-0,2060851;1,04;1,96;-0,27;0,06;0,23;0,11;2,36;-0,05;0,48;1,85;0,24;0,06;0,03;0,94;0,11;0,49;-0,09
No;-0,1804027;1;COMERT;-0,2060851;-1,63;0,39;-0,05;0,00;1,05;-1,67;3,28;-0,03;0,31;0,39;0,05;0,00;0,00;1,00;-1,67;-1,59;-0,08
Yes;-1,2628189;7;COMERT;-0,2060851;2,07;1,48;-0,20;0,11;0,32;0,10;0,78;-0,13;1,37;1,33;0,17;0,10;0,05;0,90;0,10;0,33;-0,08
Yes;-1,804027;10;COMERT;-0,2060851;5,50;1,18;-0,16;0,00;-0,01;0,00;0,00;-0,19;1,94;1,18;0,15;0,00;0,00;1,00;0,00;0,15;-0,08
No;-0,3608054;2;COMERT;-0,2060851;-2,28;0,55;-0,08;2,28;1,00;-0,80;1,81;-0,02;0,20;0,17;0,02;0,70;0,34;0,30;-0,80;-0,80;-0,08
No;-1,6236243;9;SERVICII;-1,9360018;-2,23;0,55;-0,08;0,06;1,24;-1,00;0,00;-0,34;3,47;0,52;0,07;0,05;0,03;0,95;-1,00;-0,81;-0,07
No;-1,804027;10;SERVICII;-1,9360018;-2,64;0,62;-0,09;2,76;0,47;-0,29;0,86;-0,33;3,38;0,17;0,02;0,73;0,36;0,27;-0,29;-0,61;-0,07
No;-0,7216108;4;COMERT;-0,2060851;-1,94;0,47;-0,06;5,91;0,52;-0,57;0,87;-0,05;0,51;0,07;0,01;0,86;0,42;0,14;-0,57;-1,10;-0,06
Yes;-0,3608054;2;COMERT;-0,2060851;-1,52;0,34;-0,05;0,01;1,00;-1,91;3,02;-0,05;0,51;0,34;0,04;0,01;0,00;0,99;-1,91;-1,91;-0,06
No;-0,7216108;4;SERVICII;-1,9360018;-2,42;0,61;-0,08;0,73;0,38;-0,26;1,08;-0,24;2,44;0,35;0,05;0,42;0,21;0,58;-0,26;-0,68;-0,05
Yes;-0,5412081;3;COMERT;-0,2060851;31,06;1,03;-0,14;0,31;5,15;0,16;2,63;-0,06;0,62;0,79;0,10;0,24;0,12;0,76;0,16;0,03;-0,05
No;-0,5412081;3;SERVICII;-1,9360018;0,62;2,63;-0,36;2,32;-0,57;-0,35;1,51;-0,23;2,37;0,79;0,10;0,70;0,34;0,30;-0,35;0,62;-0,02
Yes;-0,3608054;2;PRODUCTIE;-0,5517872;4,70;1,21;-0,17;0,34;-0,57;-0,10;0,10;-0,08;0,82;0,90;0,12;0,25;0,12;0,75;-0,10;0,18;-0,02
Yes;-0,3608054;2;PRODUCTIE;-0,5517872;-7,57;0,87;-0,12;0,00;1,00;-0,15;1,73;-0,09;0,90;0,87;0,11;0,00;0,00;1,00;-0,15;-0,15;-0,02
No;-0,1804027;1;SERVICII;-1,9360018;-10,17;0,90;-0,12;0,24;1,42;-0,15;0,00;-0,20;2,04;0,73;0,09;0,19;0,09;0,81;-0,15;-0,11;-0,01
No;-1,4432216;8;SERVICII;-1,9360018;7,51;1,12;-0,15;0,05;-4,32;-0,51;0,00;-0,33;3,37;1,07;0,14;0,05;0,02;0,95;-0,51;0,12;0,00
Yes;-0,5412081;3;PRODUCTIE;-0,5517872;-19,18;0,94;-0,13;0,97;8,33;-0,46;0,40;-0,09;0,92;0,48;0,06;0,49;0,24;0,51;-0,46;-0,06;0,00
Yes;-1,0824162;6;AGRI;-0,5517872;-3,57;0,72;-0,10;0,40;0,57;-0,22;0,03;-0,15;1,53;0,52;0,07;0,28;0,14;0,72;-0,22;-0,39;0,00
No;-0,1804027;1;COMERT;-0,2060851;-2,35;0,54;-0,07;0,30;1,01;-0,80;1,76;-0,03;0,31;0,41;0,05;0,23;0,11;0,77;-0,80;-0,79;0,01
No;-0,5412081;3;SERVICII;-1,9360018;41,87;1,02;-0,14;3,50;-6,67;-0,16;0,71;-0,22;2,22;0,23;0,03;0,78;0,38;0,22;-0,16;0,02;0,01
No;-1,804027;10;SERVICII;-1,9360018;-1,88;0,47;-0,06;0,09;0,64;-0,73;1,99;-0,37;3,72;0,43;0,06;0,08;0,04;0,92;-0,73;-1,14;0,02
Yes;-0,1804027;1;COMERT;-0,2060851;6,81;1,07;-0,15;3,37;0,02;0,00;0,16;-0,01;0,15;0,24;0,03;0,77;0,37;0,23;0,00;0,14;0,02
No;-0,5412081;3;COMERT;-0,2060851;-65,36;0,92;-0,13;5,03;2,49;-0,04;0,89;-0,05;0,47;0,15;0,02;0,83;0,40;0,17;-0,04;-0,02;0,02
Yes;-1,6236243;9;AGRI;-0,5517872;0,27;4,76;-0,65;0,12;0,96;0,76;3,41;-0,22;2,26;4,26;0,56;0,10;0,05;0,90;0,76;0,79;0,04
Yes;-0,3608054;2;COMERT;-0,2060851;0,63;2,64;-0,36;4,43;-0,08;-0,05;0,08;-0,05;0,51;0,49;0,06;0,82;0,40;0,18;-0,05;0,60;0,04
No;-0,3608054;2;CONSTRUCTII;-0,8181026;-2,74;0,64;-0,09;0,00;1,48;-0,85;0,31;-0,12;1,22;0,64;0,08;0,00;0,00;1,00;-0,85;-0,57;0,04
No;-0,3608054;2;CONSTRUCTII;-0,8181026;-30,44;0,97;-0,13;0,43;2,81;-0,10;0,00;-0,11;1,12;0,68;0,09;0,30;0,15;0,70;-0,10;-0,03;0,04
Yes;-0,3608054;2;MEDICAL;-2,0331656;-11,67;0,91;-0,13;0,03;1,91;-0,18;0,75;-0,24;2,45;0,89;0,12;0,03;0,01;0,97;-0,18;-0,09;0,06
Yes;-0,1804027;1;COMERT;-0,2060851;2,92;1,34;-0,18;4,71;-1,24;-0,32;0,75;-0,02;0,20;0,24;0,03;0,82;0,40;0,18;-0,32;0,25;0,06
Yes;-0,3608054;2;COMERT;-0,2060851;-1,99;0,50;-0,07;0,46;0,58;-0,59;0,96;-0,05;0,51;0,34;0,04;0,32;0,15;0,68;-0,59;-1,01;0,07
Yes;-1,6236243;9;SERVICII;-1,9360018;-2,23;0,55;-0,08;0,37;0,54;-0,44;1,27;-0,35;3,53;0,40;0,05;0,27;0,13;0,73;-0,44;-0,81;0,08
Yes;-1,0824162;6;COMERT;-0,2060851;-12,98;0,87;-0,12;24,63;1,32;-0,12;0,09;-0,10;1,02;0,03;0,00;0,96;0,47;0,04;-0,12;-0,09;0,08
Yes;-1,0824162;6;PRODUCTIE;-0,5517872;32,66;1,04;-0,14;0,25;0,73;0,02;0,13;-0,16;1,67;0,83;0,11;0,20;0,10;0,80;0,02;0,03;0,10
Yes;-0,1804027;1;COMERT;-0,2060851;281,46;1,00;-0,14;5,67;1,11;0,00;0,21;-0,02;0,19;0,15;0,02;0,85;0,41;0,15;0,00;0,00;0,10
No;-0,5412081;3;COMERT;-0,2060851;-3,20;0,69;-0,09;0,22;0,42;-0,19;2,44;-0,08;0,79;0,56;0,07;0,18;0,09;0,82;-0,19;-0,46;0,11
Yes;-0,5412081;3;COMERT;-0,2060851;-4,82;0,79;-0,11;0,16;0,16;-0,04;0,04;-0,08;0,82;0,69;0,09;0,14;0,07;0,86;-0,04;-0,26;0,12
No;-1,6236243;9;SERVICII;-1,9360018;-4,23;0,76;-0,10;2,79;0,46;-0,14;0,43;-0,33;3,40;0,20;0,03;0,74;0,36;0,26;-0,14;-0,31;0,12
Yes;-0,1804027;1;COMERT;-0,2060851;-1,00;0,00;0,00;0,00;-0,01;333,79;629,96;-0,05;0,51;0,00;0,00;0,00;0,00;1,00;333,79;-35287,91;0,12
No;-1,0824162;6;SERVICII;-1,9360018;0,57;2,74;-0,38;0,03;-0,36;-0,23;0,00;-0,31;3,16;2,66;0,35;0,03;0,01;0,97;-0,23;0,64;0,13
Yes;-0,7216108;4;CONSTRUCTII;-0,8181026;-2,99;0,67;-0,09;0,00;0,51;-0,26;1,56;-0,16;1,67;0,67;0,09;0,00;0,00;1,00;-0,26;-0,50;0,13
Yes;-0,9020135;5;CONSTRUCTII;-0,8181026;-1,19;0,16;-0,02;0,04;0,79;-4,21;0,06;-0,18;1,84;0,15;0,02;0,03;0,02;0,97;-4,21;-5,35;0,13
Yes;-0,7216108;4;PRODUCTIE;-0,5517872;-7,90;0,87;-0,12;1,02;0,93;-0,14;0,06;-0,12;1,22;0,43;0,06;0,51;0,25;0,49;-0,14;-0,14;0,13
Yes;-0,1804027;1;CONSTRUCTII;-0,8181026;-6,88;0,85;-0,12;0,66;0,06;-0,01;0,10;-0,10;0,99;0,51;0,07;0,40;0,19;0,60;-0,01;-0,17;0,13
Yes;-1,0824162;6;COMERT;-0,2060851;-8,46;0,69;-0,09;2,97;1,16;-0,20;1,75;-0,11;1,16;0,17;0,02;0,75;0,36;0,25;-0,20;-0,17;0,16
Yes;-0,3608054;2;SERVICII;-1,9360018;-1,54;0,35;-0,05;0,03;-0,02;0,04;0,01;-0,24;2,45;0,34;0,04;0,03;0,02;0,97;0,04;-1,86;0,16
Yes;-0,5412081;3;COMERT;-0,2060851;17,36;1,06;-0,15;0,01;-2,99;-0,16;0,15;-0,09;0,92;1,05;0,14;0,01;0,00;0,99;-0,16;0,05;0,17
Yes;-0,1804027;1;COMERT;-0,2060851;-5,08;0,80;-0,11;0,48;1,33;-0,33;7,51;-0,04;0,44;0,54;0,07;0,32;0,16;0,68;-0,33;-0,25;0,17
Yes;-0,7216108;4;COMERT;-0,2060851;-3,80;0,74;-0,10;0,30;0,30;-0,11;0,09;-0,10;1,02;0,57;0,07;0,23;0,11;0,77;-0,11;-0,36;0,18
No;-0,3608054;2;COMERT;-0,2060851;-2,42;0,56;-0,08;0,15;0,27;-0,20;2,89;-0,07;0,70;0,49;0,06;0,13;0,06;0,87;-0,20;-0,74;0,18
Yes;-0,9020135;5;SERVICII;-1,9360018;52,16;1,02;-0,14;2,66;-6,18;-0,12;0,43;-0,27;2,77;0,28;0,04;0,73;0,35;0,27;-0,12;0,02;0,19
No;-0,5412081;3;CONSTRUCTII;-0,8181026;-1,00;0,00;0,00;0,33;0,01;-68,75;15,50;-0,14;1,43;0,00;0,00;0,25;0,12;0,75;-68,75;-5420,00;0,19
No;-0,5412081;3;PRODUCTIE;-0,5517872;-3,23;0,69;-0,10;0,97;0,75;-0,34;0,20;-0,11;1,12;0,35;0,05;0,49;0,24;0,51;-0,34;-0,45;0,22
Yes;-0,3608054;2;COMERT;-0,2060851;-1,22;0,18;-0,02;0,00;0,36;-1,64;21,25;-0,08;0,79;0,18;0,02;0,00;0,00;1,00;-1,64;-4,58;0,22
No;-0,9020135;5;SERVICII;-1,9360018;4,78;1,21;-0,17;2,11;-0,70;-0,12;0,43;-0,28;2,85;0,39;0,05;0,68;0,33;0,32;-0,12;0,17;0,22
Yes;-1,0824162;6;SERVICII;-1,9360018;-35,35;0,97;-0,13;0,06;1,88;-0,05;0,17;-0,32;3,23;0,91;0,12;0,06;0,03;0,94;-0,05;-0,03;0,23
Yes;-0,5412081;3;AGRI;-0,5517872;11,08;1,09;-0,15;0,00;-10,69;-0,89;0,22;-0,13;1,33;1,09;0,14;0,00;0,00;1,00;-0,89;0,08;0,23
Yes;-1,6236243;9;COMERT;-0,2060851;-2,87;0,61;-0,08;1,57;0,21;-0,12;0,66;-0,18;1,83;0,24;0,03;0,61;0,30;0,39;-0,12;-0,57;0,24
No;-0,7216108;4;SERVICII;-1,9360018;-1,37;0,27;-0,04;7,09;0,33;-0,89;3,61;-0,25;2,52;0,03;0,00;0,88;0,43;0,12;-0,89;-2,72;0,25
No;-0,7216108;4;SERVICII;-1,9360018;-3,72;0,73;-0,10;0,07;1,05;-0,39;1,37;-0,28;2,89;0,68;0,09;0,06;0,03;0,94;-0,39;-0,37;0,25
No;-0,5412081;3;PRODUCTIE;-0,5517872;-17,30;0,94;-0,13;4,52;1,03;-0,06;0,61;-0,10;1,06;0,17;0,02;0,82;0,40;0,18;-0,06;-0,06;0,26
Yes;-0,5412081;3;COMERT;-0,2060851;-1,77;0,43;-0,06;13,74;1,08;-1,42;1,82;-0,06;0,61;0,03;0,00;0,93;0,45;0,07;-1,42;-1,32;0,26
Yes;-0,5412081;3;SERVICII;-1,9360018;-3,63;0,72;-0,10;5,94;1,46;-0,56;2,35;-0,24;2,41;0,10;0,01;0,86;0,42;0,14;-0,56;-0,38;0,26
Yes;-0,3608054;2;COMERT;-0,2060851;-86,24;1,00;-0,14;0,75;9,27;-0,11;1,59;-0,07;0,69;0,57;0,07;0,43;0,21;0,57;-0,11;-0,01;0,27
No;-0,1804027;1;SERVICII;-1,9360018;-10,14;0,90;-0,12;39,21;1,09;-0,12;0,00;-0,20;2,04;0,02;0,00;0,98;0,47;0,02;-0,12;-0,11;0,28
